Timestamp,MainIncoming_kW,CHWRT,CWRT,CHWST,CWST,CHW Flow,CDW Flow,heat_in,heat_out,lift,chwdt,cwdt,DemoSite Demo avgHum,DemoSite Demo avgTemp,DemoSite Demo Calculated Wet Bulb
2023-05-26T10:00:00+08:00 Singapore,72.17254231770833kW,11.714955393473307°C,30.889288330078124°C,8.791890462239584°C,28.202939860026042°C,37.67793350219726L/s,40.9062754313151L/s,46.42742397031086_RT,90.260634916451_RT,22.097397867838538Δ°C,2.923064931233723Δ°C,2.6863484700520814Δ°C,71%RH,29°C,24.817035161965627°C
2023-05-26T10:15:00+08:00 Singapore,73.72599487304687kW,11.652213096618652°C,31.265970865885418°C,8.78904317220052°C,28.348846435546875°C,37.72146987915039L/s,40.917022705078125L/s,46.245484731407274_RT,98.52172346116505_RT,22.4769276936849Δ°C,2.8631699244181323Δ°C,2.917124430338543Δ°C,70.25%RH,29.5°C,25.16855693212228°C
2023-05-26T10:30:00+08:00 Singapore,76.82203165690105kW,11.74682420094808°C,31.740323893229167°C,8.80139872233073°C,28.814503987630207°C,37.659054565429685L/s,40.95195007324219L/s,48.006021868123824_RT,100.43854043841355_RT,22.938925170898436Δ°C,2.9454254786173504Δ°C,2.92581990559896Δ°C,69.5%RH,30°C,25.51744403273501°C
2023-05-26T10:45:00+08:00 Singapore,76.01638844807943kW,11.76955115000407°C,31.79366251627604°C,8.78159688313802°C,29.168711344401043°C,37.70759963989258L/s,40.93429361979167L/s,48.16945587152047_RT,91.21791193549454_RT,23.012065633138022Δ°C,2.9879542668660495Δ°C,2.624951171874997Δ°C,68.75%RH,30.5°C,25.86364781274029°C
2023-05-26T11:00:00+08:00 Singapore,76.62157491048177kW,11.694688161214193°C,31.88818359375°C,8.781333414713542°C,29.17026163736979°C,37.67253952026367L/s,40.938131968180336L/s,47.560957521003594_RT,94.4536969803775_RT,23.106850179036456Δ°C,2.9133547465006515Δ°C,2.7179219563802093Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T11:15:00+08:00 Singapore,78.08824615478515kW,11.610491943359374°C,31.88895467122396°C,8.764363606770834°C,29.212959798177085°C,37.67716293334961L/s,40.94389063517253L/s,47.213100291890726_RT,93.13276411959347_RT,23.124591064453128Δ°C,2.8461283365885404Δ°C,2.675994873046875Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T11:30:00+08:00 Singapore,80.46836547851562kW,11.898287137349447°C,31.774237060546874°C,8.794716389973958°C,28.818646240234376°C,37.8478391011556L/s,40.87979253133138L/s,50.67895177000356_RT,101.47511206123382_RT,22.979520670572917Δ°C,3.103570747375489Δ°C,2.955590820312498Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T11:45:00+08:00 Singapore,76.5282470703125kW,11.758760770161947°C,31.211092122395833°C,8.789825439453125°C,28.38481241861979°C,37.87056986490885L/s,40.92623494466146L/s,48.13972876632681_RT,95.57467346927658_RT,22.421266682942708Δ°C,2.968935330708822Δ°C,2.8262797037760414Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T12:00:00+08:00 Singapore,75.08990427652995kW,11.734412320454915°C,30.910774739583335°C,8.766677856445312°C,28.16469523111979°C,37.87750498453776L/s,40.93160756429037L/s,47.62963067529678_RT,92.14246326644663_RT,22.144096883138022Δ°C,2.9677344640096024Δ°C,2.746079508463545Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T12:15:00+08:00 Singapore,68.87841084798177kW,11.679640769958496°C,29.514211018880207°C,8.797803751627605°C,26.714888509114584°C,37.82009785970052L/s,40.89207458496094L/s,45.06976562061473_RT,89.09389731594202_RT,20.716407267252603Δ°C,2.8818370183308915Δ°C,2.7993225097656236Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T12:30:00+08:00 Singapore,63.830246988932295kW,11.66309871673584°C,28.428509521484376°C,8.800367228190105°C,25.710245768229168°C,37.642102559407554L/s,40.86904627482097L/s,43.42926893591022_RT,83.2605886199782_RT,19.62814229329427Δ°C,2.8627314885457356Δ°C,2.718263753255208Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T12:45:00+08:00 Singapore,67.28708394368489kW,11.655009905497232°C,29.338714599609375°C,8.77799580891927°C,26.893017578125°C,37.660596211751304L/s,40.91471939086914L/s,44.444292628298065_RT,78.35809065288682_RT,20.560718790690103Δ°C,2.8770140965779625Δ°C,2.4456970214843743Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T13:00:00+08:00 Singapore,71.42864634195963kW,11.740424156188965°C,30.48935750325521°C,8.778765869140624°C,27.835148111979166°C,37.69449996948242L/s,40.85407638549805L/s,46.57516927332584_RT,88.0177723330993_RT,21.710591634114586Δ°C,2.9616582870483406Δ°C,2.6542093912760443Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T13:15:00+08:00 Singapore,72.60801849365234kW,11.699994150797526°C,30.8111083984375°C,8.762049357096354°C,27.963930257161458°C,37.65597279866537L/s,40.86635920206706L/s,46.60334287688892_RT,94.85375012060832_RT,22.049059041341145Δ°C,2.9379447937011722Δ°C,2.847178141276043Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T13:30:00+08:00 Singapore,69.780007425944kW,11.6153258005778°C,30.28019816080729°C,8.781591796875°C,27.775142415364584°C,37.687565358479816L/s,40.84256210327148L/s,44.80285240379381_RT,82.89252020731665_RT,21.49860636393229Δ°C,2.8337340037027996Δ°C,2.505055745442707Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T13:45:00+08:00 Singapore,68.24018758138021kW,11.69952449798584°C,29.817952473958332°C,8.801142374674479°C,27.24495646158854°C,37.62515106201172L/s,40.819533030192055L/s,45.070759374412994_RT,83.51546163055625_RT,21.016810099283852Δ°C,2.898382123311361Δ°C,2.572996012369792Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T14:00:00+08:00 Singapore,68.2750951131185kW,11.514438438415528°C,29.989544677734376°C,8.792657470703125°C,27.294087727864582°C,37.71877212524414L/s,40.859066518147785L/s,43.22730139226696_RT,87.64812656594687_RT,21.196887207031253Δ°C,2.7217809677124034Δ°C,2.6954569498697936Δ°C,68%RH,31°C,26.20711834871764°C
2023-05-26T14:15:00+08:00 Singapore,70.55316314697265kW,11.908676528930664°C,29.98074951171875°C,8.767703247070312°C,27.25997314453125°C,37.67061309814453L/s,40.86866175333659L/s,48.173022648711175_RT,88.36085812924911_RT,21.213046264648437Δ°C,3.1409732818603526Δ°C,2.720776367187497Δ°C,69.5%RH,30.75°C,26.214951242069215°C
2023-05-26T14:30:00+08:00 Singapore,70.10489807128906kW,11.63825766245524°C,30.092301432291666°C,8.803716023763021°C,27.445111083984376°C,37.68833541870117L/s,40.84793599446615L/s,44.96166289492335_RT,86.55493175468611_RT,21.288585408528647Δ°C,2.834541638692219Δ°C,2.6471903483072907Δ°C,71%RH,30.5°C,26.218900602718033°C
2023-05-26T14:45:00+08:00 Singapore,70.33816782633464kW,11.423384602864584°C,30.140433756510415°C,8.764104207356771°C,27.557381184895835°C,37.73033014933268L/s,40.85292485555013L/s,43.04672588592011_RT,84.80331776240813_RT,21.376329549153645Δ°C,2.659280395507812Δ°C,2.58305257161458Δ°C,72.5%RH,30.25°C,26.219130313196214°C
2023-05-26T15:00:00+08:00 Singapore,70.39894002278646kW,11.70901533762614°C,29.826753743489583°C,8.777988688151042°C,27.17538859049479°C,37.7345687866211L/s,40.83373336791992L/s,45.96318077481299_RT,85.83945697868279_RT,21.048765055338542Δ°C,2.931026649475097Δ°C,2.651365152994792Δ°C,74%RH,30°C,26.21579577858507°C
2023-05-26T15:15:00+08:00 Singapore,72.57257029215495kW,11.769246546427409°C,30.305308024088543°C,8.77465108235677°C,27.646073404947916°C,37.69449946085612L/s,40.80571568806966L/s,47.237186341742444_RT,87.58541002800472_RT,21.53065694173177Δ°C,2.9945954640706383Δ°C,2.6592346191406264Δ°C,73.5%RH,29.75°C,25.903303741995668°C
2023-05-26T15:30:00+08:00 Singapore,73.6150619506836kW,11.786486117045085°C,30.664581298828125°C,8.807313028971354°C,27.7634765625°C,37.75152053833008L/s,40.90435663859049L/s,47.48088263388839_RT,95.95749688557616_RT,21.85726826985677Δ°C,2.979173088073731Δ°C,2.9011047363281257Δ°C,73%RH,29.5°C,25.591398580638945°C
2023-05-26T15:45:00+08:00 Singapore,74.14525960286458kW,11.802461624145508°C,30.388673909505208°C,8.808854166666666°C,27.44385986328125°C,37.714534250895184L/s,40.83143132527669L/s,47.7936848742988_RT,96.28191589237665_RT,21.57981974283854Δ°C,2.9936074574788414Δ°C,2.944814046223957Δ°C,72.5%RH,29.25°C,25.280085190411263°C
2023-05-26T16:00:00+08:00 Singapore,71.02855834960937kW,11.74275811513265°C,29.50379842122396°C,8.738125610351563°C,26.720560709635418°C,37.70875523885091L/s,40.817997233072916L/s,46.75316276463873_RT,88.60077528954923_RT,20.765672810872395Δ°C,3.004632504781087Δ°C,2.7832377115885407Δ°C,72%RH,29°C,24.969368539056102°C
2023-05-26T16:15:00+08:00 Singapore,68.8205556233724kW,11.840298080444336°C,28.995601399739584°C,8.78957010904948°C,26.36117146809896°C,37.69950866699219L/s,40.817613983154295L/s,46.79776624945876_RT,82.73571277592562_RT,20.206031290690106Δ°C,3.0507279713948563Δ°C,2.634429931640625Δ°C,72.25%RH,29°C,25.007363411154202°C
2023-05-26T16:30:00+08:00 Singapore,48.647030131022134kW,10.833486239115397°C,27.98076171875°C,8.79523417154948°C,26.23760986328125°C,37.660595703125L/s,40.818380991617836L/s,30.472910554583493_RT,54.48803512796754_RT,19.185527547200522Δ°C,2.0382520675659173Δ°C,1.7431518554687493Δ°C,72.5%RH,29°C,25.045323615283543°C
2023-05-26T16:45:00+08:00 Singapore,68.74889475504557kW,11.646228981018066°C,29.04141845703125°C,8.832781982421874°C,26.53982137044271°C,37.71145248413086L/s,40.82221934000651L/s,44.42388520100073_RT,79.09645375066992_RT,20.208636474609374Δ°C,2.8134469985961914Δ°C,2.5015970865885393Δ°C,72.75%RH,29°C,25.083249506032043°C
2023-05-26T17:00:00+08:00 Singapore,67.66744283040364kW,11.436538823445638°C,29.447137451171876°C,8.793428548177083°C,26.85760498046875°C,37.69449971516927L/s,40.8229871114095L/s,42.20121712185176_RT,82.85720851964554_RT,20.653708902994794Δ°C,2.6431102752685547Δ°C,2.5895324707031264Δ°C,73%RH,29°C,25.12114143470163°C
2023-05-26T17:15:00+08:00 Singapore,66.1013895670573kW,11.624165534973145°C,29.61739501953125°C,8.82017822265625°C,26.921457926432293°C,37.68872172037761L/s,40.8333501180013L/s,43.543420144103806_RT,86.46691894548758_RT,20.797216796875002Δ°C,2.8039873123168952Δ°C,2.6959370930989586Δ°C,73.25%RH,28.75°C,24.923688446210427°C
2023-05-26T17:30:00+08:00 Singapore,64.24842249552408kW,11.530335235595704°C,29.525016276041665°C,8.783650716145834°C,27.111765543619793°C,37.613592783610024L/s,40.823370869954424L/s,42.261275641762666_RT,77.94744809556053_RT,20.741365559895833Δ°C,2.74668451944987Δ°C,2.413250732421872Δ°C,73.5%RH,28.5°C,24.72583825115721°C
2023-05-26T17:45:00+08:00 Singapore,63.319495646158856kW,11.280352465311687°C,29.57314656575521°C,8.805772908528645°C,27.090570068359376°C,37.6948855082194L/s,40.82912877400716L/s,39.176886773955246_RT,80.12396604949708_RT,20.767373657226564Δ°C,2.4745795567830413Δ°C,2.482576497395833Δ°C,73.75%RH,28.25°C,24.527593112523867°C
2023-05-26T18:00:00+08:00 Singapore,65.81002146402994kW,11.359875869750976°C,29.676656087239582°C,8.74044189453125°C,27.24649658203125°C,37.62168426513672L/s,40.82567342122396L/s,41.146997092631736_RT,78.88366898315722_RT,20.936214192708334Δ°C,2.619433975219726Δ°C,2.4301595052083336Δ°C,74%RH,28°C,24.328955274900295°C
2023-05-26T18:15:00+08:00 Singapore,60.79949417114258kW,11.570212173461915°C,29.377779134114583°C,8.826859537760416°C,27.063934326171875°C,37.46680526733398L/s,40.791131083170576L/s,41.384328752024196_RT,74.60480723282707_RT,20.550919596354166Δ°C,2.7433526357014983Δ°C,2.313844807942708Δ°C,74.5%RH,28°C,24.40294041272278°C
2023-05-26T18:30:00+08:00 Singapore,58.465460459391274kW,11.342389170328776°C,29.389166259765624°C,8.813746134440104°C,27.215738932291668°C,37.45486119588216L/s,40.8272092183431L/s,38.44504404812656_RT,70.47042785629736_RT,20.575420125325522Δ°C,2.5286430358886722Δ°C,2.1734273274739557Δ°C,75%RH,28°C,24.476809177650935°C
2023-05-26T18:45:00+08:00 Singapore,58.48721822102865kW,11.355763753255209°C,29.31075439453125°C,8.809888712565105°C,27.120817057291667°C,37.45177942911784L/s,40.86520690917969L/s,38.624125675543226_RT,70.75809173726707_RT,20.500865681966147Δ°C,2.5458750406901043Δ°C,2.1899373372395843Δ°C,75.5%RH,28°C,24.550564051628324°C
2023-05-26T19:00:00+08:00 Singapore,56.09184290568034kW,11.085748926798503°C,29.145161946614582°C,8.827895100911459°C,26.910845947265624°C,37.418260955810545L/s,40.81185582478841L/s,34.9630503474236_RT,71.63307592226353_RT,20.317266845703124Δ°C,2.257853825887045Δ°C,2.234315999348958Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-26T19:15:00+08:00 Singapore,55.4018549601237kW,11.260168329874675°C,29.07607218424479°C,8.827633666992188°C,27.00705362955729°C,37.41286748250325L/s,40.82605768839518L/s,36.62576530785765_RT,66.57071888845795_RT,20.248438517252602Δ°C,2.432534662882487Δ°C,2.0690185546874993Δ°C,76.25%RH,28°C,24.66098813640852°C
2023-05-26T19:30:00+08:00 Singapore,55.463364664713545kW,11.21201032002767°C,29.054597981770833°C,8.8098876953125°C,26.866654459635416°C,37.430589548746745L/s,40.83104705810547L/s,36.28288549398716_RT,70.03116509441499_RT,20.244710286458332Δ°C,2.402122624715169Δ°C,2.1879435221354164Δ°C,76.5%RH,28°C,24.697741831720407°C
2023-05-26T19:45:00+08:00 Singapore,54.30460764567057kW,11.064573351542155°C,28.713594563802083°C,8.817605590820312°C,26.755450439453124°C,37.434827677408855L/s,40.81991704305013L/s,34.33866602335118_RT,62.41637976202483_RT,19.89598897298177Δ°C,2.2469677607218426Δ°C,1.9581441243489586Δ°C,76.75%RH,28°C,24.73446885028306°C
2023-05-26T20:00:00+08:00 Singapore,42.315861002604166kW,10.539190419514973°C,28.030926513671876°C,8.823265584309896°C,26.567999267578124°C,37.41826171875L/s,40.85177383422852L/s,25.347869167019688_RT,46.3045036995951_RT,19.207660929361978Δ°C,1.7159248352050778Δ°C,1.4629272460937521Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-26T20:15:00+08:00 Singapore,43.178453826904295kW,10.794493675231934°C,27.852968343098958°C,8.907628377278646°C,26.47158203125°C,37.426351165771486L/s,40.8341178894043L/s,27.578611435332714_RT,43.56489783545742_RT,18.94533996582031Δ°C,1.8868652979532872Δ°C,1.3813863118489564Δ°C,77.25%RH,28°C,24.807844014188912°C
2023-05-26T20:30:00+08:00 Singapore,42.57981897989909kW,10.564027786254883°C,28.05084228515625°C,8.88884785970052°C,26.813885498046876°C,37.382817077636716L/s,40.838724263509114L/s,25.139048334757327_RT,39.51444923994642_RT,19.16199442545573Δ°C,1.675179926554362Δ°C,1.2369567871093743Δ°C,77.5%RH,28°C,24.844492731625298°C
2023-05-26T20:45:00+08:00 Singapore,42.70772908528646kW,10.457026608784993°C,27.907027180989584°C,8.859528605143229°C,26.45656941731771°C,37.376652018229166L/s,40.84563293457031L/s,24.299412650873276_RT,45.71726812142995_RT,19.047498575846355Δ°C,1.597498003641764Δ°C,1.4504577636718743Δ°C,77.75%RH,28°C,24.88111591655699°C
2023-05-26T21:00:00+08:00 Singapore,42.326113891601565kW,10.579624684651693°C,27.941680908203125°C,8.89091084798177°C,26.594370524088543°C,37.4024653116862L/s,40.841026814778644L/s,25.197321073233137_RT,42.68733348363353_RT,19.050770060221353Δ°C,1.6887138366699226Δ°C,1.3473103841145821Δ°C,78%RH,28°C,24.917713848739805°C
2023-05-26T21:15:00+08:00 Singapore,42.40847142537435kW,10.515316708882649°C,28.072566731770834°C,8.90479736328125°C,26.825014241536458°C,37.41325327555339L/s,40.821067810058594L/s,24.439426580665565_RT,39.86946824019049_RT,19.167769368489584Δ°C,1.6105193456013982Δ°C,1.2475524902343764Δ°C,78.25%RH,28°C,24.95428680546416°C
2023-05-26T21:30:00+08:00 Singapore,42.13267873128255kW,10.45484790802002°C,28.129732259114583°C,8.89707743326823°C,26.79398396809896°C,37.40439147949219L/s,40.8264414469401L/s,23.7723738150205_RT,42.63866268284945_RT,19.232654825846353Δ°C,1.5577704747517895Δ°C,1.3357482910156229Δ°C,78.5%RH,28°C,24.990835061582747°C
2023-05-26T21:45:00+08:00 Singapore,42.25442962646484kW,10.541037686665852°C,28.10696818033854°C,8.901449584960938°C,26.982474772135415°C,37.39861221313477L/s,40.8141591389974L/s,24.68981169825505_RT,36.147673280229064_RT,19.205518595377605Δ°C,1.6395881017049145Δ°C,1.1244934082031257Δ°C,78.75%RH,28°C,25.0273588895378°C
2023-05-26T22:00:00+08:00 Singapore,41.70751749674479kW,10.709549458821614°C,28.09093017578125°C,8.930517578125°C,26.763460286458333°C,37.426737721761064L/s,40.841793568929035L/s,26.074671325008524_RT,42.326133441478945_RT,19.160412597656247Δ°C,1.779031880696614Δ°C,1.3274698893229164Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-26T22:15:00+08:00 Singapore,41.97785441080729kW,10.558041699727376°C,28.28053995768229°C,8.895022583007812°C,26.811834716796874°C,37.42172876993815L/s,40.82605768839518L/s,24.85666352500343_RT,46.91403988537163_RT,19.385517374674478Δ°C,1.663019116719564Δ°C,1.4687052408854164Δ°C,79.25%RH,28°C,25.10033433883497°C
2023-05-26T22:30:00+08:00 Singapore,42.46342035929362kW,10.674184799194336°C,28.246647135416666°C,8.892446899414063°C,26.94808553059896°C,37.445229848225914L/s,40.82797648111979L/s,26.239090423154657_RT,41.690022496519674_RT,19.354200236002605Δ°C,1.781737899780273Δ°C,1.2985616048177064Δ°C,79.5%RH,28°C,25.13678649324946°C
2023-05-26T22:45:00+08:00 Singapore,42.70840301513672kW,10.60271536509196°C,28.372371419270834°C,8.901713053385416°C,26.91421101888021°C,37.43983561197917L/s,40.815694427490236L/s,25.472332013026723_RT,46.75505881088863_RT,19.47065836588542Δ°C,1.701002311706544Δ°C,1.458160400390625Δ°C,79.75%RH,28°C,25.173215285697086°C
2023-05-26T23:00:00+08:00 Singapore,42.437869771321616kW,10.383218383789062°C,28.363313802083333°C,8.895533243815104°C,27.00032755533854°C,37.42943394978841L/s,40.86443964640299L/s,23.111028359711284_RT,43.8431915649913_RT,19.46778055826823Δ°C,1.4876851399739586Δ°C,1.3629862467447929Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-26T23:15:00+08:00 Singapore,41.78298568725586kW,10.434895579020182°C,28.18172403971354°C,8.919198608398437°C,26.696488444010416°C,37.42558110555013L/s,40.86405588785807L/s,23.264851253198966_RT,47.23796101892992_RT,19.262525431315105Δ°C,1.515696970621745Δ°C,1.4852355957031236Δ°C,79.5%RH,28°C,25.13678649324946°C
2023-05-26T23:30:00+08:00 Singapore,41.884912109375kW,10.61442387898763°C,28.043853759765625°C,8.882417805989583°C,26.619451904296874°C,37.440606180826826L/s,40.86789372762044L/s,25.508781626788387_RT,45.17241345070644_RT,19.161435953776042Δ°C,1.7320060729980469Δ°C,1.4244018554687514Δ°C,79%RH,28°C,25.063858559388002°C
2023-05-26T23:45:00+08:00 Singapore,41.92243474324544kW,10.6404296875°C,27.99238484700521°C,8.897333780924479°C,26.501814778645834°C,37.432515716552736L/s,40.85637919108073L/s,25.664108974046414_RT,47.06192258163283_RT,19.095051066080728Δ°C,1.7430959065755207Δ°C,1.490570068359375Δ°C,78.5%RH,28°C,24.990835061582747°C
2023-05-27T00:00:00+08:00 Singapore,42.023745981852215kW,10.648226165771485°C,27.800724283854166°C,8.888331095377604°C,26.51810506184896°C,37.430589294433595L/s,40.82567443847656L/s,25.854550075876823_RT,40.5211615233965_RT,18.912393188476564Δ°C,1.7598950703938812Δ°C,1.2826192220052057Δ°C,78%RH,28°C,24.917713848739805°C
2023-05-27T00:15:00+08:00 Singapore,41.677781677246095kW,10.51002254486084°C,27.88426513671875°C,8.882672119140626°C,26.5853271484375°C,37.418646240234374L/s,40.819916534423825L/s,24.345289719243265_RT,41.14073836085281_RT,19.001593017578124Δ°C,1.6273504257202145Δ°C,1.2989379882812493Δ°C,78%RH,28°C,24.917713848739805°C
