Timestamp,MainIncoming_kW,CHWRT,CWRT,CHWST,CWST,CHW Flow,CDW Flow,heat_in,heat_out,lift,chwdt,cwdt,DemoSite Demo avgHum,DemoSite Demo avgTemp,DemoSite Demo Calculated Wet Bulb
2023-05-28T03:30:00+08:00 Singapore,26.59343973795573kW,9.876249631245932°C,26.289129638671874°C,9.03251444498698°C,25.795039876302084°C,37.107346852620445L/s,40.82912801106771L/s,12.113355744760629_RT,15.18391323984578_RT,17.256615193684894Δ°C,0.8437351862589519Δ°C,0.4940897623697893Δ°C,83%RH,27°C,24.676921270731526°C
2023-05-28T03:45:00+08:00 Singapore,44.340135701497395kW,10.409763018290201°C,27.468904622395833°C,8.58793436686198°C,25.80020751953125°C,37.10426559448242L/s,40.80072530110677L/s,26.537128222852495_RT,51.291141642708375_RT,18.880970255533853Δ°C,1.8218286514282216Δ°C,1.6686971028645843Δ°C,82.5%RH,27°C,24.60588732972993°C
2023-05-28T04:00:00+08:00 Singapore,41.95644683837891kW,9.595765113830566°C,27.40501505533854°C,8.049939982096355°C,26.17062784830729°C,37.09270680745443L/s,40.80993728637695L/s,22.019500304185534_RT,38.4863928418343_RT,19.355075073242187Δ°C,1.5458251317342118Δ°C,1.2343872070312507Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T04:15:00+08:00 Singapore,28.977693684895833kW,10.296538543701171°C,26.407297770182293°C,9.13563944498698°C,25.834600830078124°C,37.096944936116536L/s,40.795352681477866L/s,16.361149636038803_RT,17.6265887907851_RT,17.27165832519531Δ°C,1.1608990987141912Δ°C,0.5726969401041693Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T04:30:00+08:00 Singapore,43.28774566650391kW,10.339552243550619°C,27.536909993489584°C,8.52131856282552°C,26.26395467122396°C,37.07575556437175L/s,40.815694427490236L/s,26.021931553770074_RT,39.830424594137405_RT,19.015591430664063Δ°C,1.8182336807250987Δ°C,1.2729553222656236Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T04:45:00+08:00 Singapore,40.89090054829915kW,9.691825230916342°C,27.597184244791666°C,7.994920857747396°C,26.305841064453126°C,37.111199951171876L/s,40.80916926066081L/s,23.064965286215536_RT,40.47021576750582_RT,19.60226338704427Δ°C,1.6969043731689455Δ°C,1.29134318033854Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T05:00:00+08:00 Singapore,32.296665573120116kW,10.228158378601075°C,26.64621785481771°C,9.356295776367187°C,25.848272705078124°C,37.066123453776044L/s,40.8210688273112L/s,14.149594826977358_RT,24.572323305414827_RT,17.289922078450523Δ°C,0.8718626022338878Δ°C,0.7979451497395864Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T05:15:00+08:00 Singapore,42.38526407877604kW,9.97739143371582°C,27.679679361979165°C,8.346181233723959°C,26.383915201822916°C,37.08808314005534L/s,40.81492665608724L/s,23.541503509075863_RT,40.72929198745767_RT,19.333498128255208Δ°C,1.6312101999918607Δ°C,1.2957641601562493Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T05:30:00+08:00 Singapore,32.41355934143066kW,9.499078178405762°C,27.052349853515626°C,8.342129516601563°C,26.296533203125°C,37.07768173217774L/s,40.80648371378581L/s,15.981241558674773_RT,23.67863193686572_RT,18.710220336914062Δ°C,1.1569486618041989Δ°C,0.7558166503906243Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T05:45:00+08:00 Singapore,38.48464775085449kW,10.520064608256023°C,27.21610107421875°C,9.081321207682292°C,25.96048380533854°C,37.12314325968425L/s,40.8229871114095L/s,21.767207017476238_RT,38.83396335940323_RT,18.134779866536455Δ°C,1.4387434005737312Δ°C,1.2556172688802079Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T06:00:00+08:00 Singapore,42.72043202718099kW,9.785781860351562°C,27.717451985677084°C,8.165918986002604°C,26.412605794270835°C,37.09232228597005L/s,40.816078694661456L/s,23.174307114644815_RT,41.05936481019953_RT,19.551532999674478Δ°C,1.619862874348959Δ°C,1.3048461914062486Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T06:15:00+08:00 Singapore,27.400431315104168kW,9.815345255533854°C,27.002978515625°C,8.752663167317708°C,26.425274658203126°C,37.09540481567383L/s,40.813392130533856L/s,14.1317007719549_RT,18.187224681139107_RT,18.25031534830729Δ°C,1.062682088216146Δ°C,0.5777038574218736Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T06:30:00+08:00 Singapore,44.34923922220866kW,10.420669237772623°C,27.855853271484374°C,8.772883097330729°C,26.352388509114583°C,37.08808390299479L/s,40.781918080647785L/s,25.20466679021252_RT,47.20140140494702_RT,19.082970174153644Δ°C,1.6477861404418945Δ°C,1.5034647623697914Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T06:45:00+08:00 Singapore,42.70758972167969kW,9.877549362182616°C,27.59459228515625°C,8.078739420572917°C,26.423980712890625°C,37.121602884928386L/s,40.817613728841145L/s,24.725439192824194_RT,36.85129137811261_RT,19.51585286458333Δ°C,1.798809941609699Δ°C,1.1706115722656243Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T07:00:00+08:00 Singapore,37.221561686197916kW,9.377873992919922°C,26.921484375°C,8.047921752929687°C,25.67147013346354°C,37.076525115966795L/s,40.81108881632487L/s,18.608747560913823_RT,38.23026917627253_RT,18.87356262207031Δ°C,1.3299522399902344Δ°C,1.2500142415364586Δ°C,82%RH,27°C,24.53478021458787°C
2023-05-28T07:15:00+08:00 Singapore,33.18916714986165kW,10.528117370605468°C,26.198667399088542°C,9.338008626302083°C,25.30290323893229°C,37.15011266072591L/s,40.83411865234375L/s,17.95116511160853_RT,27.00260674225826_RT,16.860658772786458Δ°C,1.1901087443033855Δ°C,0.8957641601562507Δ°C,81.75%RH,27°C,24.499198650908262°C
2023-05-28T07:30:00+08:00 Singapore,40.93596445719401kW,10.588744672139486°C,26.932562255859374°C,8.895799763997395°C,25.635557047526042°C,37.095018768310545L/s,40.82759323120117L/s,24.84635818026746_RT,39.61194191879782_RT,18.036762491861978Δ°C,1.6929449081420902Δ°C,1.2970052083333314Δ°C,81.5%RH,27°C,24.46359811084528°C
2023-05-28T07:45:00+08:00 Singapore,40.13475977579753kW,10.513680330912273°C,27.127278645833332°C,8.937461344401042°C,25.688273111979168°C,37.130078125L/s,40.82452189127604L/s,23.458940343589408_RT,44.039160197386046_RT,18.189817301432292Δ°C,1.5762189865112308Δ°C,1.4390055338541643Δ°C,81.25%RH,27°C,24.42797836270303°C
2023-05-28T08:00:00+08:00 Singapore,40.02890116373698kW,10.62748908996582°C,27.284505208333332°C,8.935917154947917°C,26.05560302734375°C,37.150883229573566L/s,40.84678497314453L/s,24.65818602208479_RT,38.14697445345273_RT,18.348588053385413Δ°C,1.6915719350179028Δ°C,1.2289021809895821Δ°C,81%RH,27°C,24.392339172789733°C
2023-05-28T08:15:00+08:00 Singapore,40.31894175211588kW,10.42875296274821°C,27.50872802734375°C,8.883446248372396°C,26.14399617513021°C,37.1670649210612L/s,40.83258234659831L/s,23.087079614595172_RT,42.50704882542596_RT,18.625281778971356Δ°C,1.5453067143758137Δ°C,1.3647318522135414Δ°C,80.75%RH,27.25°C,24.597185881648326°C
2023-05-28T08:30:00+08:00 Singapore,41.679970041910806kW,10.256841468811036°C,27.63650105794271°C,8.879587809244791°C,26.534383138020832°C,37.09424794514974L/s,40.81799825032552L/s,21.699159857354715_RT,34.840045561710234_RT,18.75691324869792Δ°C,1.3772536595662448Δ°C,1.1021179199218771Δ°C,80.5%RH,27.5°C,24.801683003739427°C
2023-05-28T08:45:00+08:00 Singapore,41.382486216227214kW,10.462016614278157°C,28.069718424479166°C,8.965242513020833°C,27.03007609049479°C,37.113511657714845L/s,40.8437141418457L/s,23.04436092156079_RT,33.4790309192333_RT,19.104475911458334Δ°C,1.4967741012573246Δ°C,1.039642333984375Δ°C,80.25%RH,27.75°C,25.00582866497508°C
2023-05-28T09:00:00+08:00 Singapore,43.06057586669922kW,10.589203135172527°C,28.91876220703125°C,8.909422810872396°C,27.398305257161457°C,37.12237370808919L/s,40.797271219889325L/s,25.351228829966825_RT,49.62945233544864_RT,20.009339396158854Δ°C,1.6797803243001308Δ°C,1.5204569498697929Δ°C,80%RH,28°C,25.209620976963805°C
2023-05-28T09:15:00+08:00 Singapore,44.08128433227539kW,10.499826558430989°C,29.027170817057293°C,8.89090576171875°C,27.604156494140625°C,37.11505254109701L/s,40.86367162068685L/s,24.844881913731925_RT,46.797796748589185_RT,20.13626505533854Δ°C,1.6089207967122388Δ°C,1.4230143229166679Δ°C,79.25%RH,28°C,25.10033433883497°C
2023-05-28T09:30:00+08:00 Singapore,43.78391596476237kW,10.562689399719238°C,29.081766764322918°C,8.95289815266927°C,27.69210001627604°C,37.12468516031901L/s,40.86252034505208L/s,24.899939300964842_RT,45.8467138226637_RT,20.128868611653647Δ°C,1.6097912470499676Δ°C,1.3896667480468778Δ°C,78.5%RH,28°C,24.990835061582747°C
2023-05-28T09:45:00+08:00 Singapore,43.534994761149086kW,10.486925252278645°C,29.048388671875°C,8.91688232421875°C,27.745393880208333°C,37.072288258870444L/s,40.86827697753906L/s,24.340699892900126_RT,43.07003542256198_RT,20.13150634765625Δ°C,1.5700429280598946Δ°C,1.3029947916666664Δ°C,77.75%RH,28°C,24.88111591655699°C
2023-05-28T10:00:00+08:00 Singapore,43.694217681884766kW,10.572701899210612°C,29.049930826822916°C,8.94620869954427°C,27.7071044921875°C,37.13354593912761L/s,40.876721954345705L/s,25.053056077995095_RT,44.325398320288095_RT,20.103722127278644Δ°C,1.626493199666342Δ°C,1.342826334635415Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-28T10:15:00+08:00 Singapore,42.93437042236328kW,10.469659614562989°C,28.84760945638021°C,8.930777994791667°C,27.71046142578125°C,37.11312637329102L/s,40.897064971923825L/s,23.85863026966134_RT,37.54070426794203_RT,19.916831461588544Δ°C,1.5388816197713222Δ°C,1.1371480305989579Δ°C,77%RH,28.25°C,25.00914426202633°C
2023-05-28T10:30:00+08:00 Singapore,43.38729985555013kW,10.804335848490398°C,28.660044352213543°C,8.923570760091145°C,27.27365519205729°C,37.10696182250977L/s,40.85484390258789L/s,27.603972690956322_RT,45.04744402857279_RT,19.736473592122397Δ°C,1.8807650883992526Δ°C,1.3863891601562521Δ°C,77%RH,28.5°C,25.24711893486076°C
2023-05-28T10:45:00+08:00 Singapore,43.036015319824216kW,10.593413352966309°C,28.50223388671875°C,8.89759521484375°C,27.233072916666668°C,37.13162053426107L/s,40.89360987345378L/s,25.4928870257273_RT,41.17702930831444_RT,19.604638671874998Δ°C,1.6958181381225579Δ°C,1.2691609700520807Δ°C,77%RH,28.75°C,25.485093501262018°C
2023-05-28T11:00:00+08:00 Singapore,42.3913823445638kW,10.643179130554199°C,28.682548014322915°C,8.94697774251302°C,27.46192830403646°C,37.10850346883138L/s,40.88900400797526L/s,25.40469319760708_RT,39.93494238438839_RT,19.735570271809895Δ°C,1.6962013880411781Δ°C,1.2206197102864564Δ°C,77%RH,29°C,25.72306796198307°C
2023-05-28T11:15:00+08:00 Singapore,43.045484670003255kW,10.508228492736816°C,28.55423583984375°C,8.918424479166667°C,27.062630208333335°C,37.17245915730794L/s,40.86559092203776L/s,24.405605673354216_RT,48.09120645355695_RT,19.63581136067708Δ°C,1.5898040135701486Δ°C,1.4916056315104136Δ°C,76.75%RH,29°C,25.685674185588756°C
2023-05-28T11:30:00+08:00 Singapore,43.000528462727864kW,10.529612668355306°C,28.51826375325521°C,8.906338500976563°C,27.07945556640625°C,37.1520383199056L/s,40.89322509765625L/s,24.72792264048408_RT,46.41779258079607_RT,19.611925252278645Δ°C,1.6232741673787423Δ°C,1.4388081868489593Δ°C,76.5%RH,29°C,25.648251651308424°C
2023-05-28T11:45:00+08:00 Singapore,43.60203450520833kW,10.55277608235677°C,28.782670084635416°C,8.882677205403645°C,27.410980224609375°C,37.115438334147136L/s,40.86635818481445L/s,25.359942974138683_RT,44.794237588599266_RT,19.89999287923177Δ°C,1.6700988769531246Δ°C,1.3716898600260414Δ°C,76.25%RH,29°C,25.61080005546362°C
2023-05-28T12:00:00+08:00 Singapore,43.102474975585935kW,10.483160781860352°C,28.77542724609375°C,8.911483764648438°C,27.3884765625°C,37.13239034016927L/s,40.88746897379557L/s,24.227178005995363_RT,45.25541477369453_RT,19.86394348144531Δ°C,1.5716770172119148Δ°C,1.3869506835937493Δ°C,76%RH,29°C,25.5733190916518°C
2023-05-28T12:15:00+08:00 Singapore,41.7456921895345kW,10.338958930969238°C,28.56043701171875°C,8.881394449869791°C,27.132204182942708°C,37.152810923258464L/s,40.88938827514649L/s,22.57121024307355_RT,46.16637157334352_RT,19.67904256184896Δ°C,1.4575644810994461Δ°C,1.4282328287760429Δ°C,75%RH,29°C,25.42309533156935°C
2023-05-28T12:30:00+08:00 Singapore,41.617164866129556kW,10.6017697652181°C,28.3040771484375°C,8.889879353841145°C,26.81959228515625°C,37.10657730102539L/s,40.88247934977213L/s,25.233942538602186_RT,47.431799293780784_RT,19.414197794596355Δ°C,1.7118904113769542Δ°C,1.4844848632812493Δ°C,74%RH,29°C,25.272376441798073°C
2023-05-28T12:45:00+08:00 Singapore,41.37738622029622kW,10.558159255981446°C,28.342362467447916°C,8.905567423502605°C,26.930008951822916°C,37.109274291992186L/s,40.8540761311849L/s,24.576095105962857_RT,45.312869750149005_RT,19.43679504394531Δ°C,1.6525918324788407Δ°C,1.412353515625Δ°C,73%RH,29°C,25.12114143470163°C
2023-05-28T13:00:00+08:00 Singapore,41.29441477457682kW,10.363184674580891°C,28.23138427734375°C,8.945432535807292°C,27.01144816080729°C,37.14125137329101L/s,40.87019729614258L/s,22.124179723112213_RT,39.257859115108204_RT,19.285951741536458Δ°C,1.417752138773599Δ°C,1.2199361165364593Δ°C,72%RH,29°C,24.969368539056102°C
2023-05-28T13:15:00+08:00 Singapore,41.29836756388347kW,10.451344935099284°C,28.290883382161457°C,8.970894368489583°C,26.98997802734375°C,37.14895731608073L/s,40.86328862508138L/s,22.847201544412002_RT,41.830194793218645_RT,19.319989013671872Δ°C,1.4804505666097008Δ°C,1.3009053548177079Δ°C,71%RH,29.25°C,25.05067970914431°C
2023-05-28T13:30:00+08:00 Singapore,40.8506113688151kW,10.584286053975424°C,27.866668701171875°C,8.952894083658855°C,26.74123331705729°C,37.09347737630208L/s,40.86904474894206L/s,24.29006866385938_RT,35.854498577082076_RT,18.91377461751302Δ°C,1.6313919703165691Δ°C,1.125435384114585Δ°C,70%RH,29.5°C,25.129890359623207°C
2023-05-28T13:45:00+08:00 Singapore,40.860739135742186kW,10.562075805664062°C,27.795548502604166°C,8.927684529622395°C,26.742012532552085°C,37.10464986165365L/s,40.877105967203775L/s,24.283168284851392_RT,33.56488090994822_RT,18.867863972981773Δ°C,1.6343912760416668Δ°C,1.0535359700520814Δ°C,69%RH,29.75°C,25.206942671186074°C
2023-05-28T14:00:00+08:00 Singapore,40.80031255086263kW,10.57389005025228°C,27.963153076171874°C,8.939004516601562°C,26.744333902994793°C,37.11852060953776L/s,40.833733622233076L/s,24.290110158082214_RT,38.83405290215963_RT,19.024148559570314Δ°C,1.634885533650717Δ°C,1.2188191731770814Δ°C,68%RH,30°C,25.281776747080638°C
2023-05-28T14:15:00+08:00 Singapore,41.07020823160807kW,10.54559268951416°C,28.159476725260415°C,8.994047037760417°C,26.909562174479166°C,37.127767181396486L/s,40.8663584391276L/s,23.592433241599714_RT,40.07085510331912_RT,19.165429687499998Δ°C,1.5515456517537434Δ°C,1.2499145507812486Δ°C,69%RH,30°C,25.439059221259743°C
2023-05-28T14:30:00+08:00 Singapore,41.33502019246419kW,10.4457675298055°C,28.42824910481771°C,9.039572143554688°C,27.19271240234375°C,37.171303304036456L/s,40.817614491780596L/s,22.189883154423015_RT,40.02670450728227_RT,19.388676961263023Δ°C,1.406195386250813Δ°C,1.2355367024739579Δ°C,70%RH,30°C,25.59566236334207°C
2023-05-28T14:45:00+08:00 Singapore,42.85107167561849kW,10.513953081766765°C,28.576479085286458°C,8.974497477213541°C,27.27340087890625°C,37.09347788492838L/s,40.78767598470052L/s,23.931440927693014_RT,42.340056387130225_RT,19.60198160807292Δ°C,1.5394556045532237Δ°C,1.3030782063802064Δ°C,71%RH,30°C,25.751612610104797°C
2023-05-28T15:00:00+08:00 Singapore,41.966407775878906kW,10.425609461466472°C,28.585009765625°C,8.957784016927084°C,27.547300211588542°C,37.13354644775391L/s,40.76541493733724L/s,22.890255311282623_RT,34.05622542713228_RT,19.627225748697917Δ°C,1.467825444539388Δ°C,1.0377095540364571Δ°C,72%RH,30°C,25.90693540834334°C
2023-05-28T15:15:00+08:00 Singapore,41.681792958577475kW,10.75926570892334°C,28.37677001953125°C,8.986070760091145°C,27.170479329427085°C,37.11428197224935L/s,40.77846450805664L/s,26.13139401235891_RT,39.04729295779521_RT,19.390699259440105Δ°C,1.7731949488321952Δ°C,1.206290690104165Δ°C,72.75%RH,29.5°C,25.553140246311102°C
2023-05-28T15:30:00+08:00 Singapore,42.6581314086914kW,10.456277592976887°C,28.686431884765625°C,8.885243733723959°C,27.334429931640624°C,37.135857899983726L/s,40.80072504679362L/s,24.053298657421312_RT,44.028003731880126_RT,19.801188151041664Δ°C,1.5710338592529283Δ°C,1.3520019531250007Δ°C,73.5%RH,29°C,25.196824794816465°C
2023-05-28T15:45:00+08:00 Singapore,42.49535903930664kW,10.470612398783366°C,28.5229248046875°C,8.954176839192709°C,27.247528076171875°C,37.142022450764976L/s,40.77654520670573L/s,23.53285702722315_RT,41.40130799714571_RT,19.56874796549479Δ°C,1.5164355595906578Δ°C,1.2753967285156236Δ°C,74.25%RH,28.5°C,24.838033362733665°C
2023-05-28T16:00:00+08:00 Singapore,41.960687001546226kW,10.349928983052571°C,28.41220703125°C,8.872386678059895°C,27.06135457356771°C,37.132774861653644L/s,40.77462514241537L/s,22.832832172359012_RT,43.55109747771034_RT,19.539820353190102Δ°C,1.4775423049926761Δ°C,1.35085245768229Δ°C,75%RH,28°C,24.476809177650935°C
2023-05-28T16:15:00+08:00 Singapore,41.15796076456706kW,10.490354220072428°C,28.14913126627604°C,8.94903564453125°C,27.019974772135416°C,37.121603139241536L/s,40.820299784342446L/s,23.416849067919202_RT,36.34801766822004_RT,19.20009562174479Δ°C,1.5413185755411778Δ°C,1.1291564941406236Δ°C,75%RH,28.25°C,24.71338088562653°C
2023-05-28T16:30:00+08:00 Singapore,41.23230183919271kW,10.541573524475098°C,28.30770060221354°C,9.003053792317708°C,27.05411376953125°C,37.14433339436849L/s,40.80264434814453L/s,23.503131964358005_RT,40.404467590518365_RT,19.304646809895832Δ°C,1.5385197321573898Δ°C,1.2535868326822914Δ°C,75%RH,28.5°C,24.949952480058986°C
2023-05-28T16:45:00+08:00 Singapore,43.08270950317383kW,10.70508893330892°C,28.59511922200521°C,8.918940226236979°C,27.218829345703124°C,37.121602376302086L/s,40.76502965291341L/s,26.519870712581422_RT,44.629396347758174_RT,19.676178995768232Δ°C,1.7861487070719413Δ°C,1.376289876302085Δ°C,75%RH,28.75°C,25.18652396176899°C
2023-05-28T17:00:00+08:00 Singapore,41.827536265055336kW,10.448158009847004°C,28.277947998046876°C,8.899137369791667°C,26.99928995768229°C,37.13508809407552L/s,40.78690795898437L/s,23.599187860924722_RT,41.12902473696929_RT,19.37881062825521Δ°C,1.5490206400553372Δ°C,1.2786580403645864Δ°C,75%RH,29°C,25.42309533156935°C
2023-05-28T17:15:00+08:00 Singapore,41.40282643636068kW,10.602051734924316°C,28.339518229166668°C,8.947236124674479°C,27.050748697916667°C,37.13354593912761L/s,40.779998524983725L/s,24.684485916327425_RT,41.533277570140434_RT,19.39228210449219Δ°C,1.6548156102498375Δ°C,1.2887695312500007Δ°C,75%RH,28.75°C,25.18652396176899°C
2023-05-28T17:30:00+08:00 Singapore,41.449256642659506kW,10.499711481730143°C,28.364870198567708°C,8.993017578125°C,27.070658365885418°C,37.13277587890625L/s,40.76080907185872L/s,23.210589965567422_RT,41.73936511625943_RT,19.37185262044271Δ°C,1.506693903605143Δ°C,1.29421183268229Δ°C,75%RH,28.5°C,24.949952480058986°C
2023-05-28T17:45:00+08:00 Singapore,42.50534515380859kW,10.445133527119955°C,28.484639485677082°C,8.91277364095052°C,27.174609375°C,37.140481821695964L/s,40.77347462972005L/s,23.635229833277627_RT,42.411754861730785_RT,19.57186584472656Δ°C,1.5323598861694343Δ°C,1.3100301106770829Δ°C,75%RH,28.25°C,24.71338088562653°C
2023-05-28T18:00:00+08:00 Singapore,41.180060323079424kW,10.453015836079915°C,28.29502970377604°C,8.949036661783854°C,26.972916666666666°C,37.12083155314128L/s,40.775010172526045L/s,23.032694928183783_RT,42.48524754122642_RT,19.345993041992188Δ°C,1.5039791742960613Δ°C,1.322113037109375Δ°C,75%RH,28°C,24.476809177650935°C
2023-05-28T18:15:00+08:00 Singapore,42.13601379394531kW,10.561188062032064°C,28.327880859375°C,8.962671915690104°C,27.213675944010415°C,37.12622604370117L/s,40.79458491007487L/s,24.333101792815825_RT,36.12384196565056_RT,19.365208943684898Δ°C,1.5985161463419608Δ°C,1.114204915364585Δ°C,75.25%RH,28°C,24.51370069764777°C
2023-05-28T18:30:00+08:00 Singapore,41.874386596679685kW,10.5812655766805°C,28.47713623046875°C,8.921768188476562°C,27.161936442057293°C,37.132005055745445L/s,40.80878550211589L/s,24.824526007495933_RT,42.55926446614456_RT,19.55536804199219Δ°C,1.6594973882039383Δ°C,1.3151997884114586Δ°C,75.5%RH,28°C,24.550564051628324°C
2023-05-28T18:45:00+08:00 Singapore,41.60489501953125kW,10.426737149556478°C,28.39771728515625°C,8.985300699869791°C,27.092901611328124°C,37.10657730102539L/s,40.80648345947266L/s,22.539367587162907_RT,42.115924593530416_RT,19.412416585286458Δ°C,1.4414364496866874Δ°C,1.3048156738281271Δ°C,75.75%RH,28°C,24.58739954284959°C
2023-05-28T19:00:00+08:00 Singapore,43.04958928426107kW,10.412868054707845°C,28.5697509765625°C,8.750472005208334°C,27.400911458333333°C,37.14471944173177L/s,40.78921101888021L/s,24.851544626232208_RT,38.15588670460996_RT,19.819278971354166Δ°C,1.6623960494995114Δ°C,1.1688395182291664Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-28T19:15:00+08:00 Singapore,42.231232452392575kW,10.21000633239746°C,28.303830973307292°C,8.564783732096354°C,27.072979736328126°C,37.109659576416014L/s,40.79496841430664L/s,24.075641773416834_RT,39.69933932389767_RT,19.73904724121094Δ°C,1.645222600301107Δ°C,1.2308512369791664Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-28T19:30:00+08:00 Singapore,41.548980712890625kW,10.04482650756836°C,28.00324910481771°C,8.370875040690104°C,26.794488525390626°C,37.068049875895184L/s,40.818381754557294L/s,23.780276660164795_RT,38.585791578601246_RT,19.632374064127603Δ°C,1.6739514668782558Δ°C,1.2087605794270821Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-28T19:45:00+08:00 Singapore,41.434046681722kW,9.852032025655111°C,28.01515096028646°C,8.289606730143229°C,26.742014567057293°C,37.10002797444661L/s,40.79458440144857L/s,22.481359447327335_RT,40.56119191621317_RT,19.725544230143228Δ°C,1.5624252955118827Δ°C,1.2731363932291657Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-28T20:00:00+08:00 Singapore,41.98556137084961kW,9.72429536183675°C,28.33511759440104°C,8.129395548502604°C,27.039113362630207°C,36.93975321451823L/s,40.82413914998372L/s,22.65507852741228_RT,41.7484658459048_RT,20.205722045898437Δ°C,1.5948998133341465Δ°C,1.2960042317708336Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-28T20:15:00+08:00 Singapore,42.52670593261719kW,9.360517311096192°C,28.507661946614583°C,7.947855631510417°C,27.344500732421874°C,36.91972045898437L/s,40.818382517496744L/s,20.7574021445511_RT,37.892352175609396_RT,20.559806315104165Δ°C,1.4126616795857752Δ°C,1.1631612141927086Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-28T20:30:00+08:00 Singapore,28.850238672892253kW,10.153822771708171°C,27.544014485677085°C,9.18525390625°C,26.81778564453125°C,36.97211736043294L/s,40.80533142089844L/s,14.082985778945755_RT,23.20267527641153_RT,18.358760579427084Δ°C,0.9685688654581703Δ°C,0.7262288411458364Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-28T20:45:00+08:00 Singapore,45.28911463419596kW,10.263879648844402°C,29.089528401692707°C,8.460118611653646°C,27.650972493489583°C,37.006405639648435L/s,40.75505065917969L/s,26.345811547959002_RT,47.389138090252956_RT,20.629409790039062Δ°C,1.803761037190755Δ°C,1.4385559082031243Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-28T21:00:00+08:00 Singapore,34.39157625834147kW,9.638809649149577°C,28.57685750325521°C,8.380706787109375°C,27.79245808919271°C,36.96826375325521L/s,40.8114730834961L/s,17.62761578863644_RT,25.972028732378714_RT,20.196150716145834Δ°C,1.258102862040202Δ°C,0.7843994140624986Δ°C,76%RH,28°C,24.62420747183553°C
2023-05-28T21:15:00+08:00 Singapore,41.16338946024577kW,10.634334754943847°C,28.59986775716146°C,9.070525105794271°C,27.327455647786458°C,36.952082824707034L/s,40.81300786336263L/s,23.76046085991019_RT,41.42558464051488_RT,19.529342651367188Δ°C,1.5638096491495759Δ°C,1.2724121093750007Δ°C,76.25%RH,28°C,24.66098813640852°C
2023-05-28T21:30:00+08:00 Singapore,45.20631612141927kW,9.702832984924317°C,28.775697835286458°C,7.9949188232421875°C,27.520383707682292°C,36.93050740559896L/s,40.80341110229492L/s,24.398892101437642_RT,41.15745916684083_RT,20.78077901204427Δ°C,1.7079141616821296Δ°C,1.2553141276041657Δ°C,76.5%RH,28°C,24.697741831720407°C
2023-05-28T21:45:00+08:00 Singapore,30.956287511189778kW,10.30721378326416°C,27.699957275390624°C,9.360390218098958°C,27.349686686197916°C,37.038384501139326L/s,40.82912928263347L/s,14.623130556864805_RT,11.412943913706547_RT,18.339567057291667Δ°C,0.9468235651652019Δ°C,0.35027058919270715Δ°C,76.75%RH,28°C,24.73446885028306°C
2023-05-28T22:00:00+08:00 Singapore,45.49748051961263kW,9.888040606180827°C,28.979311116536458°C,8.322019449869792°C,27.365468343098957°C,36.966722869873045L/s,40.8306630452474L/s,23.737483895476892_RT,52.61453805548706_RT,20.657291666666666Δ°C,1.5660211563110344Δ°C,1.6138427734375007Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-28T22:15:00+08:00 Singapore,28.549900182088216kW,9.769740295410156°C,28.177933756510416°C,8.719483439127604°C,27.552984619140624°C,36.998314666748044L/s,40.76771774291992L/s,14.29762816354323_RT,20.51421851948322_RT,19.458450317382812Δ°C,1.0502568562825516Δ°C,0.6249491373697929Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-28T22:30:00+08:00 Singapore,46.11997998555501kW,10.436692237854004°C,28.756837972005208°C,8.75823262532552°C,27.288393147786458°C,36.979052480061846L/s,40.78882700602214L/s,25.90763808874201_RT,47.739432372898854_RT,19.99860534667969Δ°C,1.6784596125284832Δ°C,1.46844482421875Δ°C,77%RH,28°C,24.771169481998566°C
2023-05-28T22:45:00+08:00 Singapore,37.78231201171875kW,9.607361221313477°C,28.323801676432293°C,8.236671956380208°C,27.203594970703126°C,36.93667221069336L/s,40.80072606404622L/s,19.467350452902362_RT,36.30497339512389_RT,20.087129720052083Δ°C,1.3706892649332687Δ°C,1.1202067057291671Δ°C,77%RH,28°C,24.771169481998566°C
